transaction_id,amount,currency,type
199,3531.93,GBP,withdrawal
200,4100.9,GBP,payment
201,3490.2,EUR,payment
202,3569.03,USD,payment
203,1786.32,USD,deposit
204,1207.81,GBP,payment
205,2914.68,EUR,withdrawal
206,2617.64,EUR,payment
207,600.35,EUR,payment
208,2013.53,GBP,deposit
209,3047.51,USD,withdrawal
210,191.78,EUR,withdrawal
211,3744.32,EUR,payment
212,2905.31,USD,payment
213,2026.93,USD,withdrawal
214,2330.72,GBP,payment
215,2758.08,GBP,payment
216,4320.75,GBP,payment
217,1182.64,GBP,withdrawal
218,2833.96,EUR,deposit
219,4584.88,USD,withdrawal
220,623.56,EUR,deposit
221,1022.36,EUR,withdrawal
222,3920.64,EUR,payment
223,3514.4,GBP,withdrawal
224,4620.84,GBP,payment
225,3096.17,USD,payment
226,123.1,GBP,deposit
227,423.69,EUR,deposit
228,25.85,GBP,payment
229,566.81,GBP,deposit
230,3190.46,USD,deposit
231,2737.91,USD,withdrawal
232,2371.76,USD,deposit
233,4655.77,GBP,deposit
234,1606.08,USD,deposit
235,4147.61,USD,withdrawal
236,4239.49,USD,deposit
237,4859.61,EUR,deposit
238,3334.77,EUR,deposit
239,4061.76,USD,withdrawal
240,3266.58,EUR,withdrawal
241,1256.02,GBP,payment
242,4497.6,USD,deposit
243,4521.25,USD,withdrawal
244,4271.7,USD,deposit
245,3144.59,USD,deposit
246,4184.4,EUR,deposit
247,1472.25,EUR,payment
248,1188.92,EUR,withdrawal
249,4248.2,GBP,deposit
250,2063.79,GBP,withdrawal
251,503.22,USD,deposit
252,4732.43,GBP,deposit
253,3441.47,GBP,withdrawal
254,2387.45,EUR,payment
255,2936.19,EUR,withdrawal
256,1691.6,USD,deposit
257,692.63,GBP,withdrawal
258,3425.44,EUR,deposit
259,3991.1,EUR,deposit
260,3004.15,EUR,deposit
261,3092.73,USD,deposit
262,4751.34,EUR,payment
263,1899.48,EUR,payment
264,3161.12,USD,withdrawal
265,826.5,USD,payment
266,674.25,EUR,deposit
267,4971.37,GBP,payment
268,2521.31,USD,withdrawal
269,2160.88,GBP,payment
270,2617.37,USD,payment
271,4401.24,GBP,deposit
272,658.08,GBP,withdrawal
273,2438.41,USD,deposit
274,2580.95,USD,withdrawal
275,3854.52,GBP,withdrawal
276,4104.06,EUR,payment
277,2891.09,GBP,payment
278,4964.88,USD,payment
279,1732.29,GBP,withdrawal
280,4948.55,EUR,payment
281,3942.98,GBP,payment
282,663.32,USD,deposit
283,2617.14,EUR,payment
284,102.24,GBP,payment
285,1678.59,EUR,payment
286,2412.33,EUR,withdrawal
287,317.19,EUR,payment
288,1138.63,EUR,deposit
289,1604.91,USD,deposit
290,1383.38,USD,payment
291,2593.79,USD,withdrawal
292,4317.04,USD,payment
293,800.58,EUR,deposit
294,3178.69,GBP,withdrawal
295,1297.1,EUR,deposit
296,1919.69,GBP,withdrawal
297,4121.38,USD,payment
298,4583.54,USD,payment
299,58.05,USD,deposit
300,3684.65,GBP,withdrawal
301,2227.42,USD,deposit
302,785.21,GBP,withdrawal
303,2123.83,GBP,deposit
304,3597.04,USD,deposit
305,535.38,USD,deposit
306,3161.76,GBP,deposit
307,2146.99,GBP,deposit
308,2552.06,GBP,deposit
309,3569.91,GBP,payment
310,3085.99,GBP,deposit
311,4349.63,GBP,payment
312,4859.48,USD,deposit
313,4974.05,USD,withdrawal
314,2383.05,EUR,deposit
315,1424.45,GBP,deposit
316,2334.31,USD,withdrawal
317,4061.45,GBP,deposit
318,192.24,GBP,withdrawal
319,1760.94,USD,withdrawal
320,4230.85,EUR,payment
321,4180.14,USD,payment
322,2648.48,USD,payment
323,2172.9,GBP,payment
324,3720.78,USD,deposit
325,4369.89,EUR,withdrawal
326,3042.44,USD,payment
327,3925.39,EUR,payment
328,951.26,USD,payment
329,1948.07,EUR,payment
330,4106.52,GBP,payment
331,1304.29,USD,withdrawal
332,2005.32,GBP,deposit
333,575.91,EUR,deposit
334,2118.11,GBP,payment
335,4220.49,EUR,withdrawal
336,2168.16,EUR,withdrawal
337,4228.17,EUR,withdrawal
338,2333.27,USD,payment
339,765.92,USD,deposit
340,3874.71,GBP,deposit
341,1286.83,EUR,deposit
342,2040.84,EUR,withdrawal
343,2847.11,EUR,withdrawal
344,3767.37,EUR,payment
345,3825.1,USD,payment
346,4618.51,EUR,withdrawal
347,621.57,EUR,payment
348,2307.95,USD,payment
349,460.74,USD,withdrawal
350,371.97,GBP,deposit
351,4722.36,GBP,payment
352,2438.91,USD,payment
353,4739.51,GBP,withdrawal
354,1898.3,USD,withdrawal
355,4937.11,EUR,deposit
356,3683.58,GBP,deposit
357,3561.44,USD,withdrawal
358,3330.94,EUR,withdrawal
359,1072.82,USD,withdrawal
360,2751.37,GBP,deposit
361,3916.15,USD,payment
362,1202.76,EUR,deposit
363,1788.75,EUR,deposit
364,195.72,USD,withdrawal
365,3377.45,EUR,deposit
366,716.49,EUR,payment
367,777.16,EUR,payment
368,2448.59,GBP,payment
369,4153.46,EUR,deposit
370,4663.73,USD,withdrawal
371,4972.36,USD,withdrawal
372,4392.24,EUR,payment
373,878.71,USD,deposit
374,1108.54,GBP,withdrawal
375,459.6,EUR,withdrawal
376,1420.86,USD,withdrawal
377,1934.6,USD,deposit
378,3069.16,GBP,deposit
379,4655.2,USD,withdrawal
380,3389.16,USD,withdrawal
381,4175.05,EUR,withdrawal
382,1201.91,EUR,payment
383,3779.69,GBP,deposit
384,1676.89,USD,deposit
385,4429.86,USD,withdrawal
386,726.58,EUR,withdrawal
387,3771.87,USD,deposit
388,1628.06,GBP,deposit
389,2435.04,GBP,withdrawal
390,719.56,EUR,deposit
391,553.64,EUR,withdrawal
392,3697.06,GBP,payment
393,135.76,EUR,payment
394,4055.5,USD,deposit
395,967.4,EUR,withdrawal
396,2563.92,USD,deposit
397,4928.38,GBP,withdrawal
398,2786.62,GBP,payment
399,1536.79,GBP,payment
400,1846.46,USD,payment
401,2206.07,GBP,payment
402,4300.93,EUR,payment
403,2187.97,GBP,deposit
404,4066.58,USD,deposit
405,779.71,EUR,payment
406,1357.53,USD,payment
407,2588.9,USD,deposit
408,1787.22,USD,payment
409,2045.8,GBP,withdrawal
410,3697.88,USD,deposit
411,4080.33,EUR,withdrawal
412,1720.17,GBP,withdrawal
413,3692.89,GBP,payment
414,1315.94,EUR,withdrawal
415,2750.47,GBP,payment
416,3818.49,GBP,deposit
417,2445.32,USD,payment
418,2080.05,USD,withdrawal
419,3651.66,EUR,withdrawal
420,3074.82,USD,deposit
421,3213.95,USD,payment
422,1355.2,EUR,deposit
423,4430.44,GBP,payment
424,2782.32,GBP,withdrawal
425,1085.17,EUR,payment
426,568.35,EUR,withdrawal
427,2949.66,EUR,withdrawal
428,1889.26,EUR,withdrawal
429,930.89,USD,payment
430,2446.5,EUR,payment
431,756.23,USD,deposit
432,4041.24,USD,payment
433,667.41,EUR,payment
434,1356.06,EUR,payment
435,2475.56,GBP,withdrawal
436,3614.79,EUR,payment
437,4590.64,USD,withdrawal
438,3966.97,USD,deposit
439,15.07,EUR,payment
440,3563.46,EUR,deposit
441,2056.18,USD,deposit
442,2873.44,EUR,deposit
443,1895.06,USD,payment
444,2260.88,EUR,deposit
445,1144.55,GBP,payment
446,2825.57,GBP,payment
447,2537.44,GBP,deposit
448,2443.06,EUR,payment
449,1850.95,USD,deposit
450,3399.4,EUR,withdrawal
451,1017.8,GBP,payment
452,600.88,GBP,payment
453,3955.54,USD,deposit
454,2742.92,USD,payment
455,1372.06,GBP,payment
456,1336.92,GBP,payment
457,536.49,EUR,withdrawal
458,1461.56,GBP,deposit
459,4246.47,EUR,deposit
460,1609.38,EUR,deposit
461,3897.54,GBP,payment
462,2047.24,GBP,withdrawal
463,2326.58,GBP,deposit
464,2215.29,GBP,deposit
465,2438.4,GBP,withdrawal
466,3121.68,GBP,deposit
467,937.09,EUR,payment
468,123.48,USD,payment
469,3144.29,USD,withdrawal
470,103.22,EUR,deposit
471,2892.86,EUR,payment
472,2418.03,USD,payment
473,3927.72,GBP,payment
474,1655.91,GBP,deposit
475,685.54,EUR,withdrawal
476,252.4,USD,deposit
477,1717.6,USD,payment
478,2522.35,GBP,payment
479,4672.4,GBP,withdrawal
480,3408.17,USD,deposit
481,748.87,GBP,withdrawal
482,1417.08,GBP,payment
483,3448.01,EUR,payment
484,199.94,EUR,payment
485,4792.52,EUR,withdrawal
486,1870.74,GBP,deposit
487,2381.91,EUR,deposit
488,3263.87,USD,withdrawal
489,717.53,USD,payment
490,263.72,GBP,withdrawal
491,1196.52,USD,payment
492,4314.85,GBP,deposit
493,285.78,GBP,payment
494,3844.1,USD,deposit
495,886.19,USD,payment
496,4248.46,USD,payment
497,2068.27,EUR,payment
498,4657.13,USD,withdrawal
499,3949.33,EUR,deposit
500,4057.92,EUR,withdrawal
501,616.21,USD,deposit
502,4994.26,GBP,withdrawal
503,2383.57,EUR,withdrawal
504,259.27,EUR,withdrawal
505,3924.17,USD,withdrawal
506,209.79,EUR,withdrawal
507,2269.75,EUR,payment
508,4325.72,USD,withdrawal
509,3065.38,USD,deposit
510,4088.41,EUR,deposit
511,598.23,EUR,payment
512,4433.83,GBP,withdrawal
513,1101.19,GBP,deposit
514,4287.36,GBP,withdrawal
515,2272.0,EUR,payment
516,3654.54,EUR,payment
517,2385.63,EUR,payment
518,3354.29,EUR,deposit
519,2984.13,USD,deposit
520,286.89,GBP,deposit
521,1045.56,GBP,payment
522,2953.11,GBP,withdrawal
523,2838.22,EUR,deposit
524,4955.05,GBP,deposit
525,4297.83,GBP,payment
526,3910.1,USD,deposit
527,269.73,EUR,deposit
528,3895.62,EUR,payment
529,3157.63,USD,payment
530,4905.5,EUR,withdrawal
531,4871.85,GBP,payment
532,3966.04,USD,withdrawal
533,2526.0,GBP,withdrawal
534,610.03,USD,deposit
535,1420.09,USD,withdrawal
536,1934.5,USD,deposit
537,1661.01,GBP,payment
538,3509.74,EUR,payment
539,3821.53,USD,withdrawal
540,4141.36,EUR,payment
541,4227.32,GBP,deposit
542,2458.77,USD,withdrawal
543,1591.45,GBP,withdrawal
544,2070.61,GBP,deposit
545,2808.12,EUR,payment
546,3289.12,EUR,deposit
547,3923.61,EUR,payment
548,1821.19,EUR,withdrawal
549,2367.01,USD,deposit
550,4403.38,GBP,withdrawal
551,4807.91,GBP,payment
552,373.67,USD,withdrawal
553,1115.04,EUR,withdrawal
554,333.62,EUR,payment
555,1699.92,EUR,payment
556,4490.23,USD,deposit
557,510.59,EUR,withdrawal
558,1338.66,GBP,deposit
559,2340.28,USD,withdrawal
560,1127.86,USD,payment
561,3714.57,GBP,withdrawal
562,3561.42,GBP,deposit
563,3420.16,GBP,payment
564,1816.75,USD,withdrawal
565,563.4,EUR,payment
566,1542.36,USD,withdrawal
567,4772.91,USD,withdrawal
568,4156.12,USD,payment
569,3689.38,EUR,deposit
570,1056.14,GBP,deposit
571,4168.03,GBP,deposit
572,2710.72,GBP,payment
573,1234.34,EUR,deposit
574,1692.96,USD,withdrawal
575,1958.75,EUR,payment
576,4086.0,EUR,payment
577,1282.53,GBP,withdrawal
578,2038.21,EUR,deposit
579,2127.54,USD,deposit
580,2067.32,USD,deposit
581,3335.68,USD,deposit
582,2060.03,USD,deposit
583,3446.09,EUR,withdrawal
584,3792.0,EUR,deposit
585,10.16,USD,withdrawal
586,1249.68,USD,deposit
587,967.87,GBP,withdrawal
588,3673.62,USD,deposit
589,4419.88,GBP,payment
590,2603.03,GBP,deposit
591,1005.22,GBP,withdrawal
592,1786.27,EUR,withdrawal
593,2420.13,GBP,deposit
594,2053.13,GBP,deposit
595,3383.7,GBP,deposit
596,2664.89,GBP,deposit
597,1362.44,EUR,payment
598,3251.16,USD,deposit
599,4775.22,GBP,payment
600,3891.27,USD,payment
601,4168.79,GBP,payment
602,4483.59,GBP,withdrawal
603,4524.74,EUR,withdrawal
604,2901.13,GBP,withdrawal
605,2061.38,GBP,payment
606,929.36,USD,withdrawal
607,4738.6,EUR,payment
608,635.76,EUR,deposit
609,3359.6,GBP,deposit
610,3719.27,EUR,deposit
611,2434.05,GBP,withdrawal
612,3785.8,GBP,payment
613,1655.59,USD,withdrawal
614,3567.67,USD,deposit
615,4442.96,USD,deposit
616,3943.29,USD,deposit
617,1560.9,USD,deposit
618,1932.92,EUR,deposit
619,1050.75,GBP,withdrawal
620,4888.58,USD,payment
621,76.26,GBP,withdrawal
622,4038.41,EUR,payment
623,1041.41,EUR,payment
624,4940.87,USD,payment
625,1968.24,EUR,deposit
626,91.14,EUR,deposit
627,4939.35,GBP,payment
628,2652.32,GBP,deposit
629,2158.77,EUR,payment
630,2761.76,USD,deposit
631,2549.11,USD,withdrawal
632,2016.15,EUR,deposit
633,4945.48,GBP,deposit
634,4006.6,GBP,deposit
635,1477.7,USD,deposit
636,2709.16,GBP,withdrawal
637,3152.85,GBP,payment
638,1931.06,USD,deposit
639,3815.44,EUR,withdrawal
640,4754.68,GBP,payment
641,95.99,USD,withdrawal
642,3611.64,EUR,payment
643,2607.98,EUR,payment
644,4763.28,EUR,payment
645,3955.06,GBP,withdrawal
646,2658.78,GBP,withdrawal
647,3311.17,EUR,deposit
648,2978.17,GBP,deposit
649,2957.68,USD,deposit
650,2672.72,EUR,payment
651,3658.69,GBP,deposit
652,700.36,USD,deposit
653,494.49,USD,payment
654,2651.94,EUR,deposit
655,4150.02,EUR,payment
656,3700.33,EUR,deposit
657,3531.93,GBP,deposit
658,4410.76,GBP,withdrawal
659,3388.97,USD,deposit
660,4600.12,EUR,deposit
661,1366.91,EUR,deposit
662,3814.16,USD,deposit
663,1092.9,GBP,payment
664,3428.06,USD,withdrawal
665,1827.56,GBP,payment
666,3090.26,GBP,withdrawal
667,1442.03,USD,withdrawal
668,998.43,EUR,withdrawal
669,2388.88,GBP,withdrawal
670,339.65,GBP,withdrawal
671,307.84,GBP,deposit
672,1245.82,USD,withdrawal
673,1414.08,GBP,withdrawal
674,2993.47,USD,payment
675,4171.62,EUR,withdrawal
676,3761.71,USD,payment
677,4523.47,GBP,payment
678,760.38,GBP,withdrawal
679,4874.39,GBP,deposit
680,966.41,EUR,deposit
681,4001.92,GBP,deposit
682,4503.54,USD,payment
683,3168.01,GBP,payment
684,2176.15,EUR,payment
685,3554.42,USD,payment
686,4611.5,GBP,withdrawal
687,3383.45,GBP,withdrawal
688,2421.03,USD,deposit
689,1753.4,GBP,payment
690,573.02,GBP,payment
691,329.67,USD,withdrawal
692,247.83,GBP,deposit
693,2017.63,EUR,withdrawal
694,1690.47,USD,withdrawal
695,3912.9,GBP,payment
696,1433.29,GBP,withdrawal
697,790.83,GBP,deposit
698,3191.91,EUR,withdrawal
699,4250.59,GBP,deposit
700,709.67,USD,withdrawal
701,3497.28,EUR,withdrawal
702,3342.04,EUR,payment
703,3728.79,GBP,payment
704,4545.2,USD,payment
705,4549.51,USD,deposit
706,1382.32,EUR,withdrawal
707,1038.63,GBP,deposit
708,4169.79,USD,withdrawal
709,869.42,USD,deposit
710,366.47,EUR,deposit
711,4422.82,GBP,deposit
712,1227.73,USD,deposit
713,4639.55,GBP,deposit
714,3046.09,GBP,deposit
715,4017.93,GBP,deposit
716,4681.0,EUR,deposit
717,4442.92,GBP,withdrawal
718,3637.94,EUR,deposit
719,467.79,EUR,withdrawal
720,4861.86,EUR,withdrawal
721,3745.32,EUR,withdrawal
722,4962.76,EUR,deposit
723,2028.48,GBP,deposit
724,4238.72,USD,deposit
725,4971.32,USD,payment
726,257.98,GBP,payment
727,1239.12,USD,deposit
728,2025.41,USD,deposit
729,3330.11,EUR,withdrawal
730,4834.17,USD,deposit
731,3586.68,EUR,deposit
732,2668.51,EUR,withdrawal
733,2727.49,USD,payment
734,2487.91,GBP,deposit
735,966.09,USD,deposit
736,1889.72,GBP,payment
737,2850.36,GBP,withdrawal
738,2455.71,USD,payment
739,4824.77,USD,withdrawal
740,3067.32,GBP,withdrawal
741,4885.2,GBP,deposit
742,1079.72,EUR,withdrawal
743,846.47,EUR,payment
744,1205.68,GBP,deposit
745,117.0,USD,deposit
746,3567.36,EUR,payment
747,2971.57,EUR,withdrawal
748,3685.74,EUR,withdrawal
749,1606.6,GBP,withdrawal
750,3424.89,GBP,withdrawal
751,4350.62,EUR,payment
752,187.09,EUR,payment
753,4094.02,GBP,payment
754,3133.82,USD,withdrawal
755,2185.1,GBP,deposit
756,3618.12,USD,deposit
757,4004.12,EUR,deposit
758,581.1,EUR,deposit
759,1682.47,EUR,withdrawal
760,2888.12,GBP,deposit
761,1489.92,GBP,deposit
762,3252.87,USD,withdrawal
763,4520.33,GBP,payment
764,3892.02,GBP,withdrawal
765,1800.27,USD,deposit
766,1085.75,EUR,deposit
767,1774.52,EUR,payment
768,2795.75,GBP,deposit
769,4268.89,USD,deposit
770,11.03,EUR,payment
771,3336.64,EUR,withdrawal
772,3967.02,USD,deposit
773,848.02,GBP,withdrawal
774,1002.36,GBP,payment
775,2484.0,GBP,deposit
776,313.49,EUR,withdrawal
777,2329.71,EUR,withdrawal
778,4182.33,USD,withdrawal
779,914.35,GBP,withdrawal
780,3084.21,GBP,deposit
781,2758.39,GBP,payment
782,596.07,GBP,payment
783,439.11,GBP,payment
784,3374.14,GBP,payment
785,1585.73,EUR,deposit
786,2577.61,GBP,payment
787,674.87,GBP,deposit
788,945.93,USD,payment
789,4651.53,USD,payment
790,2396.02,GBP,withdrawal
791,4239.31,USD,payment
792,4528.47,EUR,deposit
793,4961.37,USD,deposit
794,1645.76,GBP,deposit
795,2357.81,EUR,deposit
796,135.41,USD,payment
797,2352.03,USD,deposit
798,3522.15,GBP,deposit
799,366.97,USD,payment
800,2434.0,USD,withdrawal
801,2430.73,USD,withdrawal
802,2958.92,USD,payment
803,1421.66,GBP,deposit
804,296.51,EUR,deposit
805,4994.18,EUR,payment
806,1437.71,EUR,deposit
807,4864.42,USD,payment
808,4.61,USD,deposit
809,19.09,EUR,payment
810,1987.44,GBP,deposit
811,2074.1,USD,withdrawal
812,4972.58,USD,payment
813,1059.58,USD,payment
814,4031.48,USD,deposit
815,2744.96,EUR,withdrawal
816,803.82,USD,withdrawal
817,797.44,GBP,payment
818,461.41,USD,deposit
819,577.46,EUR,deposit
820,3570.2,GBP,withdrawal
821,3328.74,USD,withdrawal
822,1589.41,GBP,deposit
823,1950.67,USD,deposit
824,3005.05,USD,withdrawal
825,3366.65,GBP,withdrawal
826,4833.68,EUR,withdrawal
827,2728.93,USD,withdrawal
828,4579.8,GBP,deposit
829,2187.3,EUR,withdrawal
830,1213.53,EUR,deposit
831,3631.19,EUR,deposit
832,2161.32,USD,deposit
833,4487.03,EUR,payment
834,4940.87,EUR,deposit
835,3746.99,USD,withdrawal
836,3161.61,EUR,withdrawal
837,1036.18,EUR,withdrawal
838,2823.24,EUR,deposit
839,3980.74,EUR,deposit
840,3364.32,EUR,withdrawal
841,752.97,USD,withdrawal
842,2489.98,EUR,deposit
843,4551.2,USD,withdrawal
844,3452.67,GBP,payment
845,3686.44,USD,deposit
846,622.15,USD,deposit
847,1560.7,GBP,deposit
848,3677.92,GBP,withdrawal
849,3621.0,EUR,withdrawal
850,2564.95,USD,deposit
851,3056.53,USD,deposit
852,2275.39,EUR,deposit
853,2061.0,USD,payment
854,671.15,GBP,withdrawal
855,337.42,GBP,deposit
856,1182.99,EUR,deposit
857,2199.21,GBP,deposit
858,4427.63,EUR,deposit
859,1711.19,EUR,withdrawal
860,4399.38,USD,withdrawal
861,4890.06,EUR,payment
862,772.48,GBP,payment
863,4800.97,GBP,withdrawal
864,4012.81,GBP,withdrawal
865,4586.61,USD,payment
866,3150.41,USD,withdrawal
867,4654.75,GBP,withdrawal
868,2632.77,USD,payment
869,415.8,EUR,withdrawal
870,352.59,EUR,payment
871,4238.66,GBP,withdrawal
872,1668.2,USD,withdrawal
873,295.08,GBP,withdrawal
874,3032.64,EUR,payment
875,2906.94,EUR,deposit
876,3476.52,EUR,deposit
877,4711.36,GBP,deposit
878,1277.56,EUR,deposit
879,4813.51,USD,deposit
880,2637.74,USD,payment
881,3599.08,USD,payment
882,41.87,EUR,withdrawal
883,4963.28,EUR,withdrawal
884,1257.91,EUR,withdrawal
885,2517.72,USD,withdrawal
886,3453.82,GBP,payment
887,1205.93,GBP,deposit
888,740.92,GBP,deposit
889,3070.33,GBP,payment
890,4821.38,USD,payment
891,1013.73,USD,payment
892,2913.53,EUR,deposit
893,950.83,USD,withdrawal
894,3545.85,GBP,payment
895,3122.9,USD,deposit
896,3017.33,GBP,withdrawal
897,1877.5,GBP,payment
898,232.85,EUR,payment
899,2295.65,EUR,payment
900,3804.25,GBP,payment
901,4661.25,EUR,payment
902,3849.23,USD,withdrawal
903,4909.58,USD,payment
904,1887.65,USD,deposit
905,2469.76,USD,withdrawal
906,2382.25,GBP,withdrawal
907,1933.01,EUR,payment
908,1756.6,USD,deposit
909,3014.74,EUR,withdrawal
910,3295.07,USD,deposit
911,426.85,USD,withdrawal
912,1217.76,EUR,payment
913,3388.87,GBP,withdrawal
914,564.82,EUR,payment
915,698.69,USD,payment
916,3194.97,USD,withdrawal
917,227.61,GBP,deposit
918,2039.28,USD,deposit
919,2727.39,GBP,withdrawal
920,1602.37,USD,withdrawal
921,1635.51,USD,payment
922,166.15,EUR,deposit
923,3444.19,EUR,withdrawal
924,3231.8,GBP,withdrawal
925,2366.78,EUR,deposit
926,1267.6,GBP,payment
927,2961.71,GBP,withdrawal
928,1147.03,USD,payment
929,2203.95,GBP,deposit
930,1552.25,GBP,payment
931,631.53,GBP,withdrawal
932,3980.96,GBP,withdrawal
933,1670.14,EUR,withdrawal
934,2441.43,GBP,deposit
935,1646.31,EUR,withdrawal
936,1958.44,EUR,payment
937,4870.45,USD,payment
938,204.49,EUR,withdrawal
939,492.7,GBP,payment
940,353.72,EUR,withdrawal
941,2072.5,EUR,deposit
942,3220.74,GBP,payment
